model,prompt_len,out_len,batch,rep,status,prompt_tokens_total,output_tokens_total,ttft_ms,prefill_ms,prefill_tok_s,itl_p50_ms,itl_p95_ms,itl_p99_ms,tpot_ms,decode_tok_s,e2e_ms,last_token_logits,prefill_tflops,decode_bytes_per_step_mb,kv_share_of_step_bytes,decode_est_gbps,decode_pct_peak_bw,energy_j_per_out_token,avg_power_w,decode_gpu_util_pct,decode_sm_clock_mhz,peak_mem_gb
Qwen/Qwen2.5-7B-Instruct,8192,32,16,0,OOM,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen2.5-7B-Instruct,8192,32,32,0,OOM,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen2.5-7B-Instruct,8192,256,1,0,ok,8192.0,256.0,667.4359840008037,667.4359840008037,12273.83628748152,30.164650999722653,30.725186099789425,31.152492640194396,30.21831182745076,33.09251707077777,8373.105500000747,False,186.9456605930581,15708.335104,0.030372542783258405,519.8283475826177,33.429475728785704,6.16310546875,188.32407473584564,59.9,1409.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,8192,256,1,1,ok,8192.0,256.0,658.821679000539,658.821679000539,12434.320638063426,29.98133399978542,30.895944500116457,31.713188540270494,30.078608627449213,33.24621867939122,8328.866879000088,False,189.3900351334764,15708.335104,0.030372542783258405,522.2427439567416,33.58474237663933,5.97484375,183.5528459093262,60.4,1407.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,8192,256,1,2,ok,8192.0,256.0,658.3840749999581,658.3840749999581,12442.585279725245,30.06674100015516,30.987974199706514,31.451936620287597,30.060237145099723,33.26653729220547,8323.744547000388,False,189.5159158164874,15708.335104,0.030372542783258405,522.5619155356762,33.605267880107796,5.96690625,183.42019586942902,60.4,1406.0,18.306379776
Qwen/Qwen2.5-7B-Instruct,8192,256,4,0,ok,32768.0,1024.0,2584.2077349998362,2584.2077349998362,12680.095162706444,30.78112399998645,31.390885400378465,31.92353947995798,30.815388427450387,129.8052760041407,10442.131783999685,False,193.13348418967703,17139.641344,0.11134470562699772,556.2039688174752,35.76874397540034,2.44512109375,239.5699963607974,71.2,1407.0,27.366273024
Qwen/Qwen2.5-7B-Instruct,8192,256,4,1,ok,32768.0,1024.0,2585.264925000047,2585.264925000047,12674.909903092197,30.654934999802208,31.53740689976985,31.960333520528366,30.741498968628175,130.1172725533656,10424.347162000231,False,193.05450629220252,17139.641344,0.11134470562699772,557.5408460560454,35.85471678817012,2.43559375,239.02104271079142,71.0,1409.0,27.366273024
Qwen/Qwen2.5-7B-Instruct,8192,256,4,2,ok,32768.0,1024.0,2586.6444190005495,2586.6444190005495,12668.15019462984,30.929064000702056,31.947404499987897,32.28320120004355,31.01440538823369,128.9723259217321,10495.31779300014,False,192.95154759743804,17139.641344,0.11134470562699772,552.6348523999906,35.53921880385791,2.4436767578125,238.22072129732342,70.7,1407.0,27.366273024
Qwen/Qwen2.5-7B-Instruct,8192,256,16,0,OOM,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen2.5-7B-Instruct,8192,256,32,0,OOM,,,,,,,,,,,,,,,,,,,,,,
